"id","basket_value","recency_days","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","low_value_basket","medium_value_basket","high_value_basket","Cluster","cluster1","cluster2","cluster3","cluster4","cluster5"
316,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
317,3.8,47,"no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
319,9.2,16,"yes","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
320,1.6,67,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",4,no,no,no,"yes",no
322,2.2,67,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
323,3.3,29,"no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
325,4.2,50,"no","no","no","yes","no","no","yes","yes","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
326,11.1,14,"no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
328,7.5,13,"no","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
329,13.4,8,"no","no","no","yes","yes","yes","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
331,5.4,54,"no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
332,4.8,50,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
333,1.5,71,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
334,1.7,71,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
335,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
336,4.9,41,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
337,2.8,27,"yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no",1,"yes",no,no,no,no
340,2.5,62,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
341,7.2,16,"yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
342,2.2,61,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
345,13.1,76,"no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
346,4.4,43,"no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
347,1.1,2,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
348,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
349,2.8,27,"no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no",1,"yes",no,no,no,no
350,3.3,38,"no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
352,5.1,49,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
354,5.1,47,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
355,4.7,42,"no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
356,2.9,44,"no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
359,2.2,53,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
360,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
361,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
362,2.3,67,"yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
363,4.1,76,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
364,4.9,34,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
365,10,23,"no","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
366,17.2,76,"no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","no","no","yes",4,no,no,no,"yes",no
367,4.1,46,"no","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
368,6.3,76,"no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
369,1.6,72,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",4,no,no,no,"yes",no
370,1.5,68,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
371,2.7,53,"no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
374,2.7,65,"no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
375,2.2,61,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
376,13.7,76,"yes","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
377,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
378,5.7,56,"no","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
379,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
380,1.5,56,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
384,5.1,48,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
386,15.4,76,"no","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
387,4.1,76,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
388,9.2,10,"no","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
390,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
393,10.9,76,"no","no","no","no","yes","no","yes","yes","no","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
394,1.7,53,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
396,6.1,11,"no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
397,4.6,50,"no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
398,2.2,74,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
399,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
400,7.6,15,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
402,1.3,9,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
403,4.9,33,"no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
404,4.7,41,"no","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
405,3.4,41,"no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
406,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
408,5.1,31,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
409,1.5,52,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
411,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
412,6.1,9,"no","no","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
413,4.5,33,"yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
414,7.8,23,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
415,2.2,69,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
416,6.1,14,"yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
417,1.7,62,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
418,2.6,70,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
419,7.3,23,"no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
420,1.3,9,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
421,3.7,33,"no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
422,1.7,73,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
423,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
424,2.2,56,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
426,7.1,76,"no","no","no","no","no","no","yes","no","no","yes","yes","no","no","no","no","yes",4,no,no,no,"yes",no
427,4.1,76,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
429,9.4,26,"yes","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","no","no","yes",1,"yes",no,no,no,no
430,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
431,1.7,70,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
432,3.1,32,"no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
433,5.6,60,"no","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
435,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
436,3.1,30,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
437,6.2,15,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
438,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
439,8.5,76,"no","no","no","yes","no","no","yes","no","no","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
440,1.7,65,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
441,4.7,32,"no","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
442,3.6,42,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
443,6.7,16,"no","yes","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","yes",1,"yes",no,no,no,no
444,1.7,68,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
446,3.6,36,"no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
447,4.7,38,"no","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
448,1.7,76,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
449,11.3,25,"no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
450,5.1,28,"no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no",1,"yes",no,no,no,no
451,2.6,62,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
452,5.1,29,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
453,6.3,18,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
454,15,4,"no","no","no","yes","yes","no","no","yes","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
455,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
456,6,20,"no","yes","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
457,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
458,3.7,33,"no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
460,3.1,43,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
463,1.6,64,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",4,no,no,no,"yes",no
464,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
465,6.3,76,"no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
466,8.7,4,"no","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
467,7.6,24,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
468,3.3,48,"no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","no",2,no,"yes",no,no,no
469,3.4,43,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
471,1.3,9,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
472,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
473,7.5,76,"no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
474,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
475,6.4,19,"no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
476,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
477,2.4,74,"yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
479,8,3,"no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
480,5.1,42,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
481,5.5,76,"no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
482,9.4,15,"no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
483,1.7,68,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
484,8.7,17,"no","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","yes",1,"yes",no,no,no,no
486,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
487,4.4,38,"no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
489,2.7,63,"no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
490,3.9,35,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
493,1.7,60,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
494,6.3,5,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
495,6.3,76,"no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
498,4.1,40,"yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
499,1.3,9,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
500,1.3,9,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
502,2.6,73,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
504,1.7,68,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
505,4.3,28,"no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
506,9.8,20,"no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","yes",1,"yes",no,no,no,no
507,1.7,70,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
508,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
509,6.3,23,"no","yes","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
512,5.1,32,"no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
515,1.7,57,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
516,1.2,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
518,6,23,"no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
519,2.8,27,"no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
520,2.9,37,"no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
522,1.4,11,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
523,2.4,71,"yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
