"id","basket_value","recency_days","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","low_value_basket","medium_value_basket","high_value_basket"
404,4.7,41,no,no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
405,3.4,41,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
406,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
408,5.1,31,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
409,1.5,52,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
411,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
412,6.1,9,no,no,"yes","yes","yes",no,"yes",no,no,no,no,no,no,no,no,"yes"
413,4.5,33,"yes","yes",no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
414,7.8,23,no,no,"yes",no,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes"
415,2.2,69,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
416,6.1,14,"yes","yes",no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,"yes"
417,1.7,62,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
418,2.6,70,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
419,7.3,23,no,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes"
420,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
421,3.7,33,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
422,1.7,73,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
423,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
424,2.2,56,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
426,7.1,76,no,no,no,no,no,no,"yes",no,no,"yes","yes",no,no,no,no,"yes"
427,4.1,76,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
429,9.4,26,"yes","yes",no,no,no,no,"yes","yes",no,"yes",no,"yes",no,no,no,"yes"
430,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
431,1.7,70,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
432,3.1,32,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
433,5.6,60,no,"yes",no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
435,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
436,3.1,30,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no
437,6.2,15,"yes",no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes"
438,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
439,8.5,76,no,no,no,"yes",no,no,"yes",no,no,no,"yes","yes",no,no,no,"yes"
440,1.7,65,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
441,4.7,32,no,no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
442,3.6,42,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no
443,6.7,16,no,"yes",no,"yes",no,no,no,no,no,"yes",no,"yes",no,no,no,"yes"
444,1.7,68,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
446,3.6,36,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no
447,4.7,38,no,no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
448,1.7,76,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
449,11.3,25,no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes"
450,5.1,28,no,no,no,"yes","yes",no,no,no,no,"yes",no,no,no,no,"yes",no
451,2.6,62,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
452,5.1,29,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
453,6.3,18,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
454,15,4,no,no,no,"yes","yes",no,no,"yes","yes",no,no,no,no,no,no,"yes"
455,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
456,6,20,no,"yes","yes","yes",no,no,"yes",no,no,no,no,no,no,no,no,"yes"
457,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
458,3.7,33,no,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no
460,3.1,43,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
463,1.6,64,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
464,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
465,6.3,76,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
466,8.7,4,no,no,no,no,"yes",no,no,no,"yes","yes",no,no,no,no,no,"yes"
467,7.6,24,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes"
468,3.3,48,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no,"yes",no
469,3.4,43,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
471,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
472,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
473,7.5,76,no,no,"yes",no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
474,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
475,6.4,19,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes"
476,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
477,2.4,74,"yes",no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
479,8,3,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no,no,"yes"
480,5.1,42,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
481,5.5,76,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no,no,"yes",no
482,9.4,15,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,no,no,"yes"
483,1.7,68,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
484,8.7,17,no,no,no,no,"yes",no,no,no,"yes","yes",no,no,no,no,no,"yes"
486,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
487,4.4,38,no,no,no,"yes",no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
489,2.7,63,no,no,no,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes",no
490,3.9,35,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
493,1.7,60,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
494,6.3,5,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
495,6.3,76,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
498,4.1,40,"yes",no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
499,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
500,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
502,2.6,73,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
504,1.7,68,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
505,4.3,28,no,"yes",no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
506,9.8,20,no,no,no,no,no,no,"yes",no,no,"yes",no,"yes",no,no,no,"yes"
507,1.7,70,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
508,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
509,6.3,23,no,"yes",no,"yes",no,no,"yes","yes",no,no,no,no,no,no,no,"yes"
512,5.1,32,no,"yes",no,no,no,no,"yes",no,no,"yes",no,no,no,no,"yes",no
515,1.7,57,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
516,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
518,6,23,no,no,"yes",no,no,"yes",no,no,no,no,no,"yes",no,no,no,"yes"
519,2.8,27,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
520,2.9,37,no,no,no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no
522,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
523,2.4,71,"yes",no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
524,6.3,21,no,no,"yes","yes","yes",no,no,no,no,"yes",no,no,no,no,no,"yes"
526,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
527,1.7,66,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
528,4.1,45,no,no,"yes",no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no
529,1.5,54,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
530,5,35,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
533,1.7,66,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
534,3.3,42,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
535,1.7,58,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
536,3.1,32,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
537,3.1,30,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
538,8,5,no,"yes","yes",no,no,no,no,no,no,"yes",no,no,no,no,no,"yes"
539,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
540,2.5,52,"yes",no,no,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
542,2.2,71,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
543,4.3,35,no,"yes",no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
544,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
545,1.5,62,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
546,10.7,18,no,no,"yes",no,no,no,"yes","yes","yes",no,no,"yes",no,no,no,"yes"
547,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
548,6.7,76,no,no,"yes",no,no,no,"yes",no,no,no,"yes",no,no,no,no,"yes"
549,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
550,2.9,28,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
552,3.1,29,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
555,3.9,32,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
558,3,30,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,"yes",no
560,7.3,8,no,no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes"
562,7.1,9,no,no,"yes","yes",no,no,"yes","yes",no,no,no,"yes",no,no,no,"yes"
563,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
564,9.9,8,no,"yes","yes",no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
565,7.1,16,no,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes"
566,1.7,55,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
568,2.2,55,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
569,2.6,61,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
572,2.9,44,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
573,5.6,58,no,no,"yes","yes",no,no,no,"yes",no,"yes",no,no,no,no,"yes",no
578,2.2,66,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
580,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
582,1.6,65,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
583,8.9,2,no,no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,"yes"
584,3.3,48,"yes",no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
586,3.4,38,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
587,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
588,4.8,37,no,"yes","yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
589,4.1,76,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
590,4.9,30,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
592,9.2,76,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,no,"yes"
593,1.6,76,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
594,3.9,28,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
595,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
596,8.7,9,"yes","yes","yes","yes",no,no,"yes",no,no,"yes",no,no,no,no,no,"yes"
597,7,76,no,no,"yes",no,no,no,no,no,no,no,"yes","yes",no,no,no,"yes"
598,17.6,76,no,"yes","yes",no,"yes",no,no,"yes","yes","yes","yes",no,no,no,no,"yes"
600,2.2,64,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
604,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
605,5.6,57,no,no,"yes","yes",no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
607,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
608,2.3,54,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
609,15.9,21,no,no,"yes","yes","yes","yes",no,"yes","yes",no,no,"yes",no,no,no,"yes"
611,1.7,69,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
612,7.2,4,no,"yes",no,no,"yes",no,"yes","yes",no,no,no,no,no,no,no,"yes"
613,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
614,3.3,29,"yes",no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
615,5.2,54,"yes",no,"yes","yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
616,2.8,27,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
617,3.1,47,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
618,2.2,67,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
619,4.1,76,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
620,5.3,76,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
621,4.1,76,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
622,8.3,26,"yes","yes",no,no,"yes",no,"yes","yes",no,no,no,no,no,no,no,"yes"
623,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
624,2.2,54,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
625,9.5,24,"yes","yes","yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
626,3.4,34,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
627,5.5,76,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no,no,"yes",no
628,4.6,48,"yes",no,no,"yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
629,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
630,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
631,6,2,"yes",no,no,"yes","yes",no,"yes",no,no,no,no,no,no,no,no,"yes"
632,8.6,76,"yes",no,"yes",no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
633,2.8,27,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes",no
634,4.5,29,"yes","yes",no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
635,2.9,36,no,no,no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no
636,10.1,10,no,"yes",no,"yes",no,no,no,no,no,"yes",no,no,no,no,no,"yes"
637,1.6,61,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no,no
638,6.6,76,no,no,"yes","yes",no,no,no,no,no,no,"yes",no,no,no,no,"yes"
641,2.2,53,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
642,9.7,1,no,no,no,"yes","yes","yes","yes",no,no,no,no,"yes",no,no,no,"yes"
643,6.4,18,no,no,no,"yes","yes",no,"yes","yes",no,no,no,no,no,no,no,"yes"
644,8,8,"yes",no,no,no,"yes",no,"yes",no,no,"yes",no,"yes",no,no,no,"yes"
645,6.6,16,no,no,no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes"
647,8.4,76,no,"yes",no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
648,1.7,70,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
649,2.9,29,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes",no
650,6.8,20,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes"
651,1.7,55,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
652,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
654,3.4,28,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no
655,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
656,6.5,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes"
658,6.3,76,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
659,5.1,43,"yes",no,"yes","yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
660,3.4,51,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
661,3.3,33,"yes",no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
662,8.1,4,no,no,no,"yes",no,no,no,no,no,no,no,"yes",no,no,no,"yes"
663,1.1,2,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
664,6.4,14,no,no,no,no,no,no,no,"yes","yes",no,no,no,no,no,no,"yes"
666,5.1,35,no,no,"yes",no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
667,2.2,63,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
668,4.3,37,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
669,11.7,13,no,no,no,"yes","yes",no,no,no,"yes","yes",no,"yes",no,no,no,"yes"
670,1.5,71,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
671,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
673,6.5,10,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,no,"yes"
675,11.1,76,no,"yes",no,no,no,no,no,no,"yes",no,"yes",no,no,no,no,"yes"
676,6.3,7,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,no,"yes"
677,5.6,76,no,no,no,no,no,no,no,"yes",no,no,"yes",no,no,no,"yes",no
678,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
679,10.7,76,no,no,"yes",no,"yes",no,no,"yes",no,no,"yes","yes",no,no,no,"yes"
680,4.3,43,no,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
681,8.6,7,no,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes"
682,11.4,24,no,no,"yes",no,"yes","yes",no,no,"yes",no,no,no,no,no,no,"yes"
683,4.1,76,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
684,3.1,44,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
685,7.2,9,no,no,"yes","yes",no,"yes",no,no,no,"yes",no,no,no,no,no,"yes"
686,3.4,36,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
688,2.2,74,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
690,1.5,61,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
691,6,6,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,"yes"
692,2.1,64,no,"yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no,no
694,2.2,66,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
695,2.6,74,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
696,3.1,27,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
697,2.8,27,no,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,"yes",no
698,3.9,37,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
699,3.4,29,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
700,1.5,70,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
701,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
702,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
704,3.9,39,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
705,6.7,76,no,no,"yes",no,no,no,"yes",no,no,no,"yes",no,no,no,no,"yes"
706,2.2,71,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
707,2.5,62,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
708,3.3,27,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes",no
709,7.7,25,no,no,no,"yes",no,no,no,"yes","yes",no,no,no,no,no,no,"yes"
710,9.1,23,no,no,"yes","yes",no,no,no,no,"yes",no,no,"yes",no,no,no,"yes"
711,5.2,76,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
713,2.2,72,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
715,1.5,68,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
716,5.1,28,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
717,2.2,73,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
718,2.2,61,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
719,2.2,56,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
720,2.2,66,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
721,2.2,61,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
723,6.2,10,"yes",no,no,no,"yes",no,"yes","yes",no,no,no,no,no,no,no,"yes"
724,3.1,45,no,no,no,no,no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
725,4.1,76,no,no,no,no,no,no,no,no,no,no,"yes",no,no,no,"yes",no
726,6.3,76,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no,no,no,"yes"
727,3.8,29,no,no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,"yes",no
728,3.6,41,no,no,no,no,"yes",no,"yes",no,no,no,no,no,no,no,"yes",no
729,6,19,no,"yes",no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,"yes"
731,2.7,54,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes",no
732,4.7,32,no,no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,"yes",no
733,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
734,4.4,28,no,no,no,"yes",no,no,"yes",no,no,no,no,"yes",no,no,"yes",no
735,2.2,68,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
737,4.9,36,no,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no
740,9,25,no,no,"yes","yes",no,no,no,no,"yes","yes",no,no,no,no,no,"yes"
741,9.9,23,no,"yes","yes",no,no,no,no,"yes",no,no,no,no,no,no,no,"yes"
742,3.9,30,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
743,7,5,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes"
744,5.2,60,no,"yes",no,no,no,no,no,"yes",no,"yes",no,no,no,no,"yes",no
745,6.2,76,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no,no,no,"yes"
746,1.5,65,no,no,no,no,no,no,no,"yes",no,no,no,no,no,"yes",no,no
747,2.2,73,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
749,1.7,69,no,no,no,no,no,no,no,no,no,no,no,"yes",no,"yes",no,no
750,2.2,64,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
752,5.1,27,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes",no
753,8.8,15,no,no,no,no,"yes",no,no,no,"yes",no,no,"yes",no,no,no,"yes"
754,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
755,1.4,11,no,no,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no
759,7.6,16,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,no,"yes"
760,4.3,41,no,"yes",no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
761,10.9,19,"yes",no,"yes","yes","yes",no,no,no,no,no,no,no,no,no,no,"yes"
762,2.6,58,no,no,"yes",no,no,no,"yes",no,no,no,no,no,no,no,"yes",no
763,5.4,75,"yes",no,no,"yes",no,no,"yes",no,no,"yes",no,no,no,no,"yes",no
765,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
767,3.9,48,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
768,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
769,7.9,6,no,no,"yes",no,no,no,no,no,no,"yes",no,no,no,no,no,"yes"
770,2.2,75,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
771,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
772,8.4,15,"yes",no,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes"
773,9.9,23,no,no,no,no,no,no,no,"yes",no,"yes",no,"yes",no,no,no,"yes"
774,1.3,9,no,no,no,"yes",no,no,no,no,no,no,no,no,no,"yes",no,no
775,5.5,70,no,"yes","yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes",no
776,9.5,25,no,no,no,"yes",no,"yes",no,no,no,no,no,no,no,no,no,"yes"
777,2.5,52,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
778,2.5,60,no,no,"yes","yes",no,no,no,no,no,no,no,no,no,no,"yes",no
780,6.2,4,no,no,no,"yes",no,no,no,no,"yes",no,no,no,no,no,no,"yes"
782,7.7,11,"yes",no,"yes",no,"yes",no,no,"yes",no,no,no,"yes",no,no,no,"yes"
783,4.1,37,no,no,"yes",no,no,no,"yes","yes",no,no,no,no,no,no,"yes",no
784,3.9,48,no,no,no,no,"yes",no,no,no,no,no,no,"yes",no,no,"yes",no
785,1.2,6,no,no,"yes",no,no,no,no,no,no,no,no,no,no,"yes",no,no
787,2.2,68,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
788,2.2,69,no,no,no,no,"yes",no,no,no,no,no,no,no,no,"yes",no,no
